,rating,标题,评论详情,review,sentiment
54,5.0,精彩打斗角色扮演策略设计动作竞技的技能流畅，玩着很有快感和极致战斗的乐趣,真的非常好玩心情不好的时候打开策略游戏畅玩几个小时不好的心情瞬间蒸发棒,精彩打斗角色扮演策略设计动作竞技的技能流畅，玩着很有快感和极致战斗的乐趣，真的非常好玩心情不好的时候打开策略游戏畅玩几个小时不好的心情瞬间蒸发棒,1
55,5.0,网游不错让我了!让我时时刻刻都想着!超级好玩,目前游戏很有深度，套路玩的飞起，不过宽度不够，能否推出团队互动的副本之类，加强游戏的交互性。,网游不错让我了!让我时时刻刻都想着!超级好玩，目前游戏很有深度，套路玩的飞起，不过宽度不够，能否推出团队互动的副本之类，加强游戏的交互性。,1
56,5.0,玩起来很过瘾画面精美的赤潮自走棋对于爱玩游戏的人来说，遇到一款好玩的塔防游戏真的很幸运喂，真的是良心之作，很棒的一种体验，非常的开心，会一直支持,好玩越玩越起劲慢慢玩好玩女票pad上玩了马上下载一个在手机上好玩朋友很喜欢策略玩这个赤潮自走棋不错快来体验一下吧,玩起来很过瘾画面精美的赤潮自走棋对于爱玩游戏的人来说，遇到一款好玩的塔防游戏真的很幸运喂，真的是良心之作，很棒的一种体验，非常的开心，会一直支持，好玩越玩越起劲慢慢玩好玩女票pad上玩了马上下载一个在手机上好玩朋友很喜欢策略玩这个赤潮自走棋不错快来体验一下吧,1
59,5.0,好游戏,很不错的赤潮自走棋画面感很强很流畅一点不卡打发时间很好的一款赤潮自走棋特别棒,好游戏，很不错的赤潮自走棋画面感很强很流畅一点不卡打发时间很好的一款赤潮自走棋特别棒,1
60,5.0,很好玩的一款赤潮自走棋：通过一些活动获得而不是只有充钱才能得到。这这款赤潮自走棋还是不错的，值得一玩,好玩的赤潮自走棋就要分享给你们比如这款赤潮自走棋画面不错策略游戏也比较好玩玩家很多等什么呢快来吧,很好玩的一款赤潮自走棋：通过一些活动获得而不是只有充钱才能得到。这这款赤潮自走棋还是不错的，值得一玩，好玩的赤潮自走棋就要分享给你们比如这款赤潮自走棋画面不错策略游戏也比较好玩玩家很多等什么呢快来吧,1
61,5.0,很棒的赤潮自走棋特别经典.对于它爱不释手啊.必须大赞一下子.,一款还不错的赤潮自走棋。真的是万年难遇的巨作！,很棒的赤潮自走棋特别经典.对于它爱不释手啊.必须大赞一下子.，一款还不错的赤潮自走棋。真的是万年难遇的巨作！,1
62,5.0,一款非常好玩的手游,"喜欢玩，念念不舍的游戏。最好还是去宫仲浩找-OK游，都是无限版，金币砖石这些东西都是无限用，上线就满级了，画面很漂亮、海陆空全方位体验、最后最重要的就是比端游要省钱的多;玩了下来，总体感觉有点氪金，不然无法前期起飞，除非不氪金，每天耗时8小时以上，还算中等值得给设计师大大的赞控制精品的手游角色设计超漂亮喜欢不错感觉以前玩的游都不好玩一日不玩真是度秒如年玩了-起玩的，极具代入感的流畅技能对于这个游戏的体验什么的我就不说了，只说几点，结界的经验壶. 上限能给取消吗?毕竟御魂不能带观战，-天一刷就是几个小时经验远远超过12w,多了的经验领不到都浪费了很可以啊，再就是氪金的性价比并不高这就导致了相当一部分没有收入的穷学生不舍得花钱购买道具，个人认为寮办可以推出一些不影响游戏平衡的具有性价比氪金道具，比如皮肤券之类的，既能给氪金玩家优越感又能有一部分收入还不影响游戏的平衡，总体来说游戏非常良心无论是咸鱼玩家还是氣金大佬都能达到同一高度，毕竟钱不够拿肝换。给这游戏打call, 刚拉我基友入了坑。","一款非常好玩的手游，喜欢玩，念念不舍的游戏。最好还是去宫仲浩找-OK游，都是无限版，金币砖石这些东西都是无限用，上线就满级了，画面很漂亮、海陆空全方位体验、最后最重要的就是比端游要省钱的多;玩了下来，总体感觉有点氪金，不然无法前期起飞，除非不氪金，每天耗时8小时以上，还算中等值得给设计师大大的赞控制精品的手游角色设计超漂亮喜欢不错感觉以前玩的游都不好玩一日不玩真是度秒如年玩了-起玩的，极具代入感的流畅技能对于这个游戏的体验什么的我就不说了，只说几点，结界的经验壶. 上限能给取消吗?毕竟御魂不能带观战，-天一刷就是几个小时经验远远超过12w,多了的经验领不到都浪费了很可以啊，再就是氪金的性价比并不高这就导致了相当一部分没有收入的穷学生不舍得花钱购买道具，个人认为寮办可以推出一些不影响游戏平衡的具有性价比氪金道具，比如皮肤券之类的，既能给氪金玩家优越感又能有一部分收入还不影响游戏的平衡，总体来说游戏非常良心无论是咸鱼玩家还是氣金大佬都能达到同一高度，毕竟钱不够拿肝换。给这游戏打call, 刚拉我基友入了坑。",1
63,5.0,！！！！！！！,讲真，自走棋虽好，好一时。但战争与艺术，可以一直优秀下去。,！！！！！！！，讲真，自走棋虽好，好一时。但战争与艺术，可以一直优秀下去。,1
64,5.0,大众的塔防游戏软件这个是一个非常不错的策略游戏里边画面流畅场面非常不错让人一玩起来就爱不释手,这是一款非常唯美非常给力游戏制作的很精良画面很有带入感人物超美技能超酷炫值得推荐的一款好游戏又一个好游戏来的，心情好激动,大众的塔防游戏软件这个是一个非常不错的策略游戏里边画面流畅场面非常不错让人一玩起来就爱不释手，这是一款非常唯美非常给力游戏制作的很精良画面很有带入感人物超美技能超酷炫值得推荐的一款好游戏又一个好游戏来的，心情好激动,1
65,5.0,"非常好的策略,玩很喜歡的一款遊戲","第一次花钱下载了这个赤潮自走棋,一开始挺无聊的玩了10分钟就沦陷了,脑补各种画面策略游戏可玩性相当高,","非常好的策略,玩很喜歡的一款遊戲，第一次花钱下载了这个赤潮自走棋,一开始挺无聊的玩了10分钟就沦陷了,脑补各种画面策略游戏可玩性相当高,",1
66,5.0,就是土地改革挺不错的样子。玩了两天发现比较可以。不像其他的应用。喜欢的朋友们可以试试,真的非常给力的游戏啊策略画风细腻，剧情独特，控制简单，副本多，背景呢音乐很有策略代入感，一如既往支持~,就是土地改革挺不错的样子。玩了两天发现比较可以。不像其他的应用。喜欢的朋友们可以试试，真的非常给力的游戏啊策略画风细腻，剧情独特，控制简单，副本多，背景呢音乐很有策略代入感，一如既往支持~,1
67,5.0,非常完美的给力游戏策略评他论,这款赤潮自走棋一直是我必备！经典又好玩！有趣味的赤潮自走棋,非常完美的给力游戏策略评他论，这款赤潮自走棋一直是我必备！经典又好玩！有趣味的赤潮自走棋,1
68,5.0,自走棋游戏希望越做越好,这款赤潮自走棋非常解压同事都在玩偷偷的看到老板也在玩哈哈,自走棋游戏希望越做越好，这款赤潮自走棋非常解压同事都在玩偷偷的看到老板也在玩哈哈,1
69,5.0,嗯嗯感觉很不错哟,"玩的停不下，稍微充点就能装扮的很炫酷，最好还是去宫仲浩找-OK游，都是无限版，金币砖石这些东西都是无限用，上线就满级了，良心!作为手机游戏，作为在线MMORPG,确实是一个里程碑式的游戏。画质满分，捏脸满分，有一个创新(有 点鸡肋)的命格特色系统。如此便形成了千人千面，风格各异的广阔世界。非常人性化的经验系统(每天砍木头都可以到达经验上限)和无懈可击(完全为服务)的交易系统。中规中矩的传统MMORPG模式，装备升级强化洗练镶嵌宝石..然而这些也只有热衷PVP的玩家才会认真，因为即使穿着副本装稍微用点力也可以无压力日常生活。高修为不过是在帮战和势力战里露个脸而已...吹上天的高自由度，也就偷瓜登高NPC互动之类的，比较失望。希望后续能用心些!","嗯嗯感觉很不错哟，玩的停不下，稍微充点就能装扮的很炫酷，最好还是去宫仲浩找-OK游，都是无限版，金币砖石这些东西都是无限用，上线就满级了，良心!作为手机游戏，作为在线MMORPG,确实是一个里程碑式的游戏。画质满分，捏脸满分，有一个创新(有 点鸡肋)的命格特色系统。如此便形成了千人千面，风格各异的广阔世界。非常人性化的经验系统(每天砍木头都可以到达经验上限)和无懈可击(完全为服务)的交易系统。中规中矩的传统MMORPG模式，装备升级强化洗练镶嵌宝石..然而这些也只有热衷PVP的玩家才会认真，因为即使穿着副本装稍微用点力也可以无压力日常生活。高修为不过是在帮战和势力战里露个脸而已...吹上天的高自由度，也就偷瓜登高NPC互动之类的，比较失望。希望后续能用心些!",1
70,5.0,一款非常好玩的手游,"喜欢玩，念念不舍的游戏。最好还是去宫仲浩找-OK游，都是无限版，金币砖石这些东西都是无限用，上线就满级了，画面很漂亮、海陆空全方位体验、最后最重要的就是比端游要省钱的多;玩了下来，总体感觉有点氪金，不然无法前期起飞，除非不氪金，每天耗时8小时以上，还算中等值得给设计师大大的赞控制精品的手游角色设计超漂亮喜欢不错感觉以前玩的游都不好玩一日不玩真是度秒如年玩了-起玩的，极具代入感的流畅技能对于这个游戏的体验什么的我就不说了，只说几点，结界的经验壶. 上限能给取消吗?毕竟御魂不能带观战，-天一刷就是几个小时经验远远超过12w,多了的经验领不到都浪费了很可以啊，再就是氪金的性价比并不高这就导致了相当一部分没有收入的穷学生不舍得花钱购买道具，个人认为寮办可以推出一些不影响游戏平衡的具有性价比氪金道具，比如皮肤券之类的，既能给氪金玩家优越感又能有一部分收入还不影响游戏的平衡，总体来说游戏非常良心无论是咸鱼玩家还是氣金大佬都能达到同一高度，毕竟钱不够拿肝换。给这游戏打call, 刚拉我基友入了坑。","一款非常好玩的手游，喜欢玩，念念不舍的游戏。最好还是去宫仲浩找-OK游，都是无限版，金币砖石这些东西都是无限用，上线就满级了，画面很漂亮、海陆空全方位体验、最后最重要的就是比端游要省钱的多;玩了下来，总体感觉有点氪金，不然无法前期起飞，除非不氪金，每天耗时8小时以上，还算中等值得给设计师大大的赞控制精品的手游角色设计超漂亮喜欢不错感觉以前玩的游都不好玩一日不玩真是度秒如年玩了-起玩的，极具代入感的流畅技能对于这个游戏的体验什么的我就不说了，只说几点，结界的经验壶. 上限能给取消吗?毕竟御魂不能带观战，-天一刷就是几个小时经验远远超过12w,多了的经验领不到都浪费了很可以啊，再就是氪金的性价比并不高这就导致了相当一部分没有收入的穷学生不舍得花钱购买道具，个人认为寮办可以推出一些不影响游戏平衡的具有性价比氪金道具，比如皮肤券之类的，既能给氪金玩家优越感又能有一部分收入还不影响游戏的平衡，总体来说游戏非常良心无论是咸鱼玩家还是氣金大佬都能达到同一高度，毕竟钱不够拿肝换。给这游戏打call, 刚拉我基友入了坑。",1
